,trip_distance,wait_time,radius,reward,order_lat,order_lng,order_grid_id,trip_time,price,pickup_distance
0,3.30572509371081,5,5,0.591246638613333,40.7730308,-73.9782852,5,0,16.5286254685541,10.5858682114858
1,2.60114956051737,5,5,0.518946691330091,40.7679674,-73.9682154,5,0,13.0057478025869,9.48682867603135
2,7.20777745951944,5,5,3.94558434996678,40.7346191,-73.9862156,5,0,36.0388872975972,3.43743548431937
3,6.5725653215715,5,5,1.61032391943212,40.7555038,-73.9680652,5,0,32.8628266078575,7.71915180766724
4,1.45976699699064,10,5,0.307185265979406,40.7491617,-73.9726999,5,0,7.29883498495321,8.96088779249351
5,1.73551929557569,5,5,0.395499276684449,40.7845271,-73.9498372,6,0,8.67759647787846,8.30149075799883
6,4.48073300305088,5,5,1.2758928426871,40.7666255,-73.9669557,5,0,22.4036650152544,6.63733636634201
7,18.6935350928533,5,5,5.5873532120795,40.7507724,-73.9765282,5,0,93.4676754642663,6.32180964249794
8,3.34701176997012,5,5,0.961172255481513,40.7762804,-73.9599083,6,0,16.7350588498506,6.58108285295687
9,1.4118864615759,5,5,0.627216647502444,40.742901,-73.992805,5,0,7.05943230787949,4.24306496684434
10,4.41010198565047,10,5,1.1468272295656,40.7629676,-73.9718686,5,0,22.0505099282524,7.23926786274817
11,2.21157813501764,5,5,0.965010775605723,40.7986542,-73.9614745,10,0,11.0578906750882,4.32041215781616
12,5.96585244332053,5,5,2.17860367530741,40.752116,-73.975558,5,0,29.8292622166026,5.16854034130524
13,2.48863141424476,5,5,2.18250762231234,40.719938,-74.001425,1,0,12.4431570712238,2.13370832788697
14,2.75069561735978,5,5,3.04345202242617,40.7037565,-74.007045,1,0,13.7534780867989,1.68468097511494
15,7.02303820839351,5,5,2.59902181634341,40.752317,-73.985947,5,0,35.1151910419675,5.09979963765748
16,4.09002738930606,5,5,1.16639325010812,40.7484063,-73.9709149,5,0,20.4501369465303,6.62730658395849
17,3.02758210420123,5,5,0.684503087159535,40.7681151,-73.9588646,6,0,15.1379105210062,8.36769621732123
18,4.09295181587762,5,5,1.60707053857264,40.7750035,-73.9630866,5,0,20.4647590793881,4.80479949726658
19,1.13760193602284,5,5,0.350579911013576,40.7407284,-73.981759,5,0,5.68800968011422,6.13044317374071
20,0.342702763919761,5,5,0.0869409199582208,40.727664,-74.003155,1,0,1.71351381959881,7.45380735421668
21,1.98947738853853,5,5,0.411007042710552,40.729373,-73.9839987,1,0,9.94738694269264,9.16044932734728
22,8.28734676332733,5,5,4.27005124157129,40.745421,-73.990968,5,0,41.4367338166367,3.65394312598962
23,4.03965608753354,5,5,1.54801971604189,40.7763197,-73.9621391,6,0,20.1982804376677,4.92391150269251
24,3.19073842006528,5,5,0.560311284186323,40.7452932,-73.9984812,5,0,15.9536921003264,10.7823607663601
25,4.59475228083771,5,5,5.73247199209575,40.741642,-73.997434,5,0,22.9737614041885,1.49045679674352
26,4.02872562624728,5,5,1.12365015422334,40.751122,-73.971263,5,0,20.1436281312364,6.77700831370051
27,1.58348247237692,5,5,0.415133004169539,40.724552,-74.001933,1,0,7.9174123618846,7.21189167180529
28,2.47572168326362,5,5,0.661288052643849,40.729725,-73.980858,1,0,12.3786084163181,7.07780170976746
29,11.3432502153425,5,5,72.6028017664744,40.7694141,-73.9102637,6,0,56.7162510767123,0.265044227148713
30,3.46321046831054,5,5,4.07547826571843,40.769747,-73.9606044,6,0,17.3160523415527,1.58205917731109
