,radius,time,grid_id,num of matched order,total wait time,total reward,driver utilization rate,driver delivery rate,driver pickup rate,total pick up distance,total reward,ratio
180,25,midnight,10,144,5400.0,9279.572174267236,0.025557279719904017,0.013573770075284111,0.011983509644619906,1638.4813066895904,528.2918154107775,5.663520319933224
181,25,midnight,5,3561,162795.0,236599.4118228984,0.6522710418934974,0.3460877242743226,0.3061833176191747,41863.832651434524,12720.280358042584,5.651642404384372
182,25,midnight,3,363,12360.0,40933.08367966085,0.1070970839909694,0.05987520285480787,0.047221881136161534,6456.553363985094,4994.806943073451,6.339773153272021
183,25,midnight,6,660,30495.0,36490.97067613889,0.1068170819128611,0.05337746573655569,0.053439616176305396,7306.6918405538845,2223.3791192989725,4.994184984455658
184,25,midnight,1,1677,95415.0,111876.63471869503,0.2998773780866734,0.16364846222967502,0.1362289158569984,18626.307207295675,7103.140331213133,6.006377618150443
185,25,midnight,2,213,13725.0,11883.988641729724,0.032712372425923245,0.017383401558904867,0.015328970867018378,2095.8995287056887,822.4974612347208,5.670113704862855
186,25,midnight,7,198,5670.0,18117.787166200036,0.050211036494889436,0.026501941323211098,0.023709095171678334,3241.6971646332354,489.0952700288526,5.588982019623624
187,25,midnight,9,123,5670.0,6984.934042124914,0.02039901889967106,0.010217269384654079,0.010181749515016983,1392.130247689242,388.7612629957673,5.017442910761411
188,25,midnight,14,6,225.0,185.32369166169815,0.0006903790854327401,0.0002710837453362854,0.00041929534009645466,57.32941326070805,7.343620573189985,3.2326109953180655
189,25,midnight,11,3,330.0,73.53109228646646,0.00039382707609236323,0.00010755820649240311,0.0002862688695999601,39.140970002663344,2.032054104118878,1.8786221261625107
190,30,midnight,5,2378,105850.0,158774.79242159022,0.43310391885752053,0.23224912588729404,0.20085479297022646,27462.474133233125,9210.810070627924,5.781518141857886
191,30,midnight,3,248,8140.0,27685.189187202668,0.07317612588213528,0.040496736860339735,0.03267938902179554,4468.187502172061,1754.6735196357656,6.1960670123499595
192,30,midnight,10,104,5520.0,7004.965696965379,0.01672468100152702,0.01024657085156717,0.006478110149959851,885.7390445837106,494.0445966611063,7.908611164654766
193,30,midnight,1,1096,55660.0,73172.35877233771,0.19778331467104884,0.10703346611131258,0.09074984855973625,12408.045293875619,4329.250317661844,5.8971705082712935
194,30,midnight,6,422,19360.0,23819.474322665024,0.07011032541413328,0.03484213083298963,0.03526819458114364,4822.149708690608,1527.6535061346501,4.939596603510033
195,30,midnight,2,142,8880.0,8098.781517163097,0.022543727806519274,0.0118465588864945,0.010697168920024777,1462.6025120971476,571.230521607065,5.537240261915513
196,30,midnight,7,144,7610.0,12567.959477025903,0.03718049862561061,0.018383885490939517,0.018796613134671097,2570.0233206773096,319.13927124036934,4.890212231114586
197,30,midnight,9,78,3490.0,4542.7176141581995,0.01161548036404206,0.006644897335086009,0.00497058302895605,679.6178763831028,322.424576984237,6.684223255477545
198,30,midnight,14,6,130.0,177.24326753737228,0.0006631467055570657,0.0002592640388762686,0.00040388266668079704,55.22206924993202,8.468985109706072,3.209645526595157
199,30,midnight,11,2,320.0,49.02072819097764,0.0001500897291846628,7.170547099493541e-05,7.838425818972738e-05,10.717322853765046,2.922103944376055,4.573971397507767
200,35,midnight,5,1143,54040.0,77158.1612665818,0.21627185585623737,0.11286373130095044,0.10340812455528695,14138.786054195274,3918.753049278502,5.457198444818914
201,35,midnight,3,119,3555.0,13703.751215238983,0.03838016272271234,0.020045274143173288,0.018334888579539046,2506.892645703215,738.9937923257835,5.46642922213963
202,35,midnight,10,47,2875.0,3126.8206851624172,0.007696687013553146,0.004573782524665641,0.003122904488887506,426.98848495661093,198.1257656134987,7.322962551273845
203,35,midnight,1,528,28095.0,35532.18091247308,0.0987743628229221,0.05197498816990392,0.04679937465301817,6398.784897557869,1872.482285782508,5.552957550742818
204,35,midnight,6,209,10465.0,11857.511962147919,0.0331038285341872,0.017344672579351586,0.015759155954835614,2154.7178753927637,931.9568522265354,5.503046174890308
205,35,midnight,2,69,3660.0,3950.879614829571,0.011697244434674892,0.005779181462216331,0.0059180629724585624,809.1649140983143,198.63035585724347,4.88266303443495
206,35,midnight,7,72,2470.0,6503.163063702407,0.01844989239272757,0.009512554946612848,0.008937337446114723,1221.9842743323738,178.33115252341176,5.321805853234391
207,35,midnight,9,37,1670.0,2146.6642603652667,0.006213537986294574,0.003140050699732705,0.003073487286561869,420.2317697170312,111.13009491364828,5.108286462517463
208,35,midnight,14,3,65.0,88.62163376868614,0.00028886136848203125,0.0001296320194381343,0.000159229349043897,21.771110436073947,5.76232589999595,4.070606964624242
209,5,other,7,1092,113155.0,107396.02897823746,0.207319029615923,0.1570944195457221,0.05022461007020091,6867.11048567843,9318.560321108907,15.639187574193713
210,5,other,5,7945,482930.0,552497.3780012728,1.0,0.8081700573419828,0.26761942017902746,36591.06808223807,66304.24747952998,15.099241617094652
211,5,other,9,973,57785.0,46288.51561669111,0.10589665632738966,0.06770890471109234,0.03818775161629734,5221.334902993102,4736.358253889669,8.865264626131617
212,5,other,6,4613,330540.0,227776.66543520027,0.5261486244451259,0.3331821798537228,0.19296644459140314,26383.916036093367,24837.64989717237,8.633163671518675
213,5,other,1,3850,288645.0,256634.04346237855,0.5017813374953982,0.37539354552451354,0.12638779197088465,17280.750020595115,32418.48366198206,14.850862558426188
214,5,other,3,1085,104790.0,134306.7555644943,0.21083590691642964,0.1964583049038888,0.014377602012540838,1965.8207679706836,146687.85912197176,68.32095669796954
215,5,other,2,980,85470.0,37213.041396698114,0.08286074393370825,0.05443368058729472,0.028427063346413525,3886.7755172284283,4841.924188423921,9.574270814393184
216,5,other,10,2086,77000.0,75174.43743713597,0.19267320131586863,0.10996202304887968,0.08271117826698894,11308.933982088864,6404.820204328172,6.647349569481753
217,5,other,0,21,105.0,2285.874359595768,0.00398487799959399,0.0033436814106777954,0.0006411965889161956,87.66952720933358,271.10644532134825,26.073761686174652
218,5,other,4,28,1225.0,558.1562220861767,0.0017013054741448184,0.000816447577798515,0.0008848578963463032,120.98485045163736,42.46330291359033,4.613438955394625
219,5,other,15,7,35.0,231.47236609233883,0.0004756768639533279,0.00033858809620902644,0.00013708876774430145,18.74387303614285,32.448125798213105,12.349228232927235
220,5,other,14,42,210.0,2111.0081616028974,0.004463213398853264,0.003087894449714612,0.0013753189491386528,188.04460927782972,198.48872782796025,11.226103049218244
221,10,other,7,2124,195420.0,207905.70233102833,0.5236266979237765,0.30411576609184404,0.21951093183193238,30013.290687516448,8853.476333312907,6.927121204257133
222,10,other,9,528,30660.0,28596.48921002593,0.08603241258000108,0.04182974842025909,0.044202664159741986,6043.741865233203,2036.8087981186068,4.731586796340203
223,10,other,5,6276,321990.0,438275.5224671105,0.9513118513807739,0.6410911041880382,0.31022074719273574,42415.862322168374,42217.000078103,10.332821224715468
224,10,other,6,2250,145110.0,129952.14985478397,0.3330123866288266,0.19008856979518987,0.14292381683363672,19541.687628029482,8108.494782091996,6.649996270966281
225,10,other,1,2652,172500.0,191191.55335353958,0.39713789917763487,0.27966700800646516,0.11747089117116975,16061.560008051698,17148.783718643124,11.903672697900753
226,10,other,3,1230,131310.0,149067.15919833927,0.2538580960900845,0.2180492060124327,0.03580889007765178,4896.0779225371725,157642.01384931797,30.44623912380298
227,10,other,2,216,15510.0,13462.323511765791,0.029735543025796733,0.019692123795807412,0.010043419229989322,1373.21662447798,4208.088819697748,9.803495873699761
228,10,other,10,990,58860.0,46965.41417666997,0.12579766967560846,0.06869904361457789,0.05709862606103054,7806.980944072584,3286.706449153101,6.0158228274309105
229,10,other,4,6,30.0,34.41627533048656,0.000410574140676104,5.0342688155296005e-05,0.000360231452520808,49.253726040265036,1.5862066459131479,0.6987547561853732
230,10,other,15,6,30.0,198.4048852220047,0.0004077230262457096,0.0002902183681791655,0.00011750465806654413,16.066176888122445,27.812679255611233,12.349228232927233
231,10,other,14,36,720.0,1809.4355670881978,0.004337883018032945,0.002646766671183953,0.0016911163468489926,231.22295587196905,110.6739017035568,7.825501409514478
232,10,other,0,12,690.0,906.0436162519931,0.0021279951044530024,0.0013253227082265422,0.0008026723962264604,109.74779139125148,44.68983196424466,8.255688836798024
233,15,other,5,4575,228425.0,324164.64986646833,0.74252645103125,0.4741744922275892,0.26835195880366086,36691.226623306946,27741.25134842917,8.834936296748197
234,15,other,9,285,14700.0,17707.29780669542,0.05519248357265712,0.025901494656098863,0.029290988916558253,4004.898332583177,1179.141437148621,4.421410067424642
235,15,other,7,2155,119700.0,211174.2409501985,0.5772580341011678,0.3088968476832815,0.26836118641788637,36692.48829654477,5432.303907640039,5.755244486106007
236,15,other,6,1430,76425.0,83416.90253661599,0.23032893463788673,0.12201875627028258,0.10831017836760415,14809.03406784578,5595.229248250003,5.632838857311803
237,15,other,1,1815,114175.0,135072.04230449343,0.28554646081614266,0.19757773434043352,0.08796872647570914,12027.78803357076,13499.47566913836,11.229998560624269
238,15,other,3,1420,106950.0,167922.15210454867,0.33327160382409765,0.24562950105984,0.08764210276425762,11983.129426751415,134458.88770205274,14.013213587568819
239,15,other,2,105,6650.0,7192.99214811033,0.019619908819652768,0.010521608080437556,0.009098300739215213,1243.9924634714178,312.0355076323424,5.7821830592429455
240,15,other,10,420,32550.0,27992.5777767603,0.0733461540568378,0.040946372033175756,0.03239978202366204,4429.957396531263,1598.3942913301782,6.318927084643973
241,15,other,0,10,675.0,1274.5796303081136,0.0026380875984468146,0.0018644017762391224,0.0007736858222076925,105.78451509881339,42.4810834255122,12.048829917285417
242,15,other,4,5,25.0,28.680229442072136,0.0008275681276962108,4.1952240129413343e-05,0.0007856158875667975,107.41568907523309,0.5062913580993359,0.26700223858345995
243,15,other,14,10,875.0,1024.267896976607,0.0019994161707799296,0.001498256241554922,0.0005011599292250076,68.52259480307684,49.35333378461035,14.947885437207857
244,20,other,5,3244,160920.0,239995.55974139494,0.5613209677275323,0.35105546741178895,0.2102655003157433,28749.181327170947,20703.121276290654,8.347909354711758
245,20,other,9,192,8360.0,12627.200909287547,0.035425138272956624,0.018470541380386677,0.016954596892569944,2318.1681239273034,747.0228416127884,5.4470600207785145
246,20,other,7,1816,100300.0,176580.68232194934,0.4976076055730698,0.2582948369345695,0.23931276863850032,32720.75623040487,8055.008684902461,5.396595392800444
247,20,other,6,932,50220.0,55361.68426547996,0.1555769164519272,0.08098075634175882,0.07459616011016837,10199.3837795431,5261.90822460208,5.4279440270223835
248,20,other,1,1228,79080.0,95469.8946794333,0.21630873833704697,0.13964936908231448,0.07665936925473249,10481.482239461064,8867.203770469045,9.108434522743815
249,20,other,3,1312,74060.0,155166.39573830404,0.34708392405273314,0.22697091413361484,0.12011300991911827,16422.811620221204,106957.23297083845,9.448223564060712
250,20,other,2,68,3500.0,5132.70332839831,0.011032666479106586,0.007507903762796663,0.0035247627163099227,481.9337566756231,410.9667887261276,10.650225798258406
251,20,other,10,216,17100.0,16030.904523051666,0.03719492644547642,0.023449336672885814,0.01374558977259061,1879.406998426769,1114.5906955587143,8.529767387516893
252,20,other,0,12,780.0,1306.2139197690103,0.002761960054445547,0.0019106750918158832,0.0008512849626296639,116.39449037042868,59.21512681272716,11.222300261910581
253,20,other,4,4,20.0,22.94418355365771,0.0008078125022351014,3.3561792103530675e-05,0.0007742507101315706,105.86175109486939,0.3288739120350757,0.21673723810874787
254,20,other,14,8,240.0,819.4143175812856,0.0018632079157841896,0.0011986049932439377,0.0006646029225402519,90.86982839308357,32.04101321760665,9.017452019791138
255,25,other,9,126,6780.0,9347.385957008406,0.023620986806222256,0.013672965240489741,0.009948021565732514,1360.1730926394753,1295.0402719159479,6.872203256770353
256,25,other,6,636,38595.0,40701.682756308095,0.10912531936760024,0.05953671926205036,0.04958860010554987,6780.150115231623,2647.2475334507017,6.00306513345061
257,25,other,7,1365,82350.0,132166.61605563833,0.3699412725761452,0.19332779833777747,0.17661347423836776,24148.007105663546,8533.681228807416,5.47318938069389
258,25,other,5,2250,108105.0,172862.47141942385,0.4008227249934746,0.25285599353376637,0.1479667314597082,20231.195259022985,15706.558794056724,8.54435287714048
259,25,other,1,912,55740.0,70897.43928131754,0.16013900239716644,0.10370580902421972,0.05643319337294671,7715.997663496258,5600.579867834192,9.188369718763319
260,25,other,3,1101,51945.0,128590.78486372324,0.3058552984409855,0.18809722202288287,0.11775807641810265,16100.82627249434,76425.57061329525,7.986595388796898
261,25,other,2,48,1680.0,3622.210484615032,0.009117685357088168,0.005298418004527283,0.0038192673525608853,522.2007865809447,187.31375269948043,6.936432456050244
262,25,other,10,153,11670.0,11597.965712549461,0.02643733135201112,0.016965019180488945,0.009472312171522175,1295.130298587884,647.4737133340551,8.955057051167007
263,25,other,0,6,555.0,764.7477781848681,0.0019114816795538785,0.0011186410657434735,0.0007928406138104049,108.40351144506904,17.594226655510752,7.054640278625903
264,25,other,14,6,855.0,614.5607381859642,0.0015300283815349541,0.0008989537449329534,0.0006310746366020007,86.28557291331836,18.615425432685562,7.122404330598186
265,30,other,7,864,46690.0,84246.6322407552,0.23595663106685946,0.12323245017956108,0.1127241808872984,15412.551804358534,2853.108045287025,5.466105373733829
266,30,other,6,408,23770.0,26323.852384057973,0.06876824864731529,0.03850543032013627,0.030262818327179024,4137.774624238534,1708.335510705129,6.361838131505845
267,30,other,5,1496,72460.0,115198.45427727923,0.2673699556362828,0.16850748095090848,0.09886247468537436,13517.268438781866,9498.616222011335,8.522317567265873
268,30,other,1,634,39170.0,48876.868531469445,0.11022314180039298,0.07149503910167553,0.038728102698717466,5295.2160257902415,3808.4905990329,9.23038234765412
269,30,other,3,728,33460.0,85455.91231680108,0.20958777013301846,0.12500133449886072,0.08458643563415776,11565.334171387121,54746.09535250034,7.388970439628178
270,30,other,2,34,2190.0,2532.324571111794,0.005399158438299104,0.003704178472751439,0.0016949799655476647,231.7512207294011,367.86918143508007,10.9269093087911
271,30,other,9,76,4780.0,5956.838648979954,0.014301375567666095,0.008713414441782159,0.005587961125883938,764.030748819859,385.0635273160174,7.796595435695535
272,30,other,10,108,7560.0,8016.867661747015,0.01913869888418044,0.011726738724689916,0.007411960159490523,1013.4224886868202,507.1978743961027,7.9106865608786405
273,30,other,0,4,210.0,509.8318521232454,0.0014063921765324365,0.0007457607104956489,0.0006606314660367876,90.32681908827789,8.728185722154914,5.6443020718462185
274,30,other,14,4,130.0,409.7071587906428,0.000832475805014179,0.0005993024966219689,0.00023317330839221003,31.881320109850094,25.952087390964376,12.851009850876881
275,35,other,7,441,27115.0,42915.36036273995,0.11933281381647098,0.0627747942816979,0.056558019534773095,7733.064894950456,1240.4026149541655,5.549592683589513
276,35,other,6,199,10990.0,12794.038110810341,0.03351417455643143,0.018714583861111612,0.014799590695319817,2023.518436589688,828.3921741980483,6.322669405657908
277,35,other,5,743,37115.0,57442.98825916045,0.1332282606455706,0.08402520077695931,0.04920305986861131,6727.435969715487,5377.096955279788,8.53861538300004
278,35,other,1,304,18170.0,23653.038423634014,0.054250894940142375,0.03459867536076597,0.019652219579376407,2687.0086786489774,1840.1670880647112,8.802739868903853
279,35,other,3,365,16995.0,42676.4378809623,0.10528205948616638,0.06242530846785193,0.04285675101831445,5859.717853232099,27801.314177824886,7.283019242543029
280,35,other,2,18,1465.0,1340.3372520650896,0.002926277135782718,0.001960589275152258,0.00096568786063046,132.03656980828154,95.52300118135652,10.151257746329469
281,35,other,9,35,2205.0,2763.9387663330895,0.006663852309580324,0.004042974030678558,0.0026208782789017655,358.3474453176806,153.8116968741916,7.713013731360118
282,35,other,10,52,4180.0,3891.0243865711623,0.008796807383741063,0.005691627737656021,0.003105179646085044,424.56500264991587,250.53695485997176,9.164731813233296
283,35,other,0,2,50.0,254.9159260616227,0.0006646333383309409,0.00037288035524782445,0.0002917529830831166,39.89080187098836,10.317649312943825,6.390343490362801
284,35,other,14,2,135.0,204.8535793953214,0.000562477431723822,0.00029965124831098447,0.0002628261834128375,35.93569840567045,6.760274398486782,5.700559290173602
