,radius,time,grid_id,num of matched order,total wait time,total reward,driver utilization rate,driver delivery rate,driver pickup rate,total pick up distance,total reward,ratio
49,30,morning,5,1008,44070.0,59726.08369074923,0.16273616319052572,0.08736481728797219,0.07537134590255355,10305.373382564341,4644.051716388837,5.795625395951181
50,30,morning,10,94,5060.0,5257.852884752822,0.015529587324292006,0.007690967299679394,0.007838620024612615,1071.7588387252335,273.7527198741306,4.905817143534448
51,30,morning,7,102,5450.0,8939.30107660141,0.025188044298698472,0.013076035744838524,0.01211200855385995,1656.0507055521632,2450.296295472632,5.397963387613094
52,30,morning,1,368,15780.0,23956.420659982836,0.06189832260444606,0.035042450207686586,0.02685587239675948,3671.94972106413,1839.9705150436525,6.524169032750337
53,30,morning,3,182,5990.0,20607.75208560236,0.057870322007372785,0.030144157869057334,0.02772616413831545,3790.942970303595,4023.4817845319258,5.436049090433033
54,30,morning,9,70,2250.0,3510.016304762473,0.011829487820544288,0.0051343050505565395,0.006695182769987748,915.4189497748848,245.3617814434822,3.83432777486815
55,30,morning,14,8,390.0,615.4812653862916,0.0015405315071428437,0.0009003002536222158,0.0006402312535206279,87.53753883136841,28.978231675851227,7.031055174762791
56,30,morning,2,28,1850.0,1738.7428364992024,0.004973226275040566,0.0025433603014732935,0.0024298659735672713,332.2307148339059,57.87854601958749,5.23354030456956
57,35,morning,5,521,21760.0,30671.129291753412,0.08073848464561491,0.04486444516376075,0.035874039481854164,4904.985670274956,2576.653484598576,6.253051762745334
58,35,morning,6,260,12695.0,13899.106968780778,0.040374147153726885,0.02033103236905503,0.02004311478467186,2740.454998278614,1005.8609300464583,5.071824561071554
59,35,morning,7,54,2170.0,4623.246369970829,0.013391750353043623,0.006762691431119929,0.006629058921923694,906.3779682767828,130.64298716144538,5.100792971347928
60,35,morning,10,53,2615.0,3044.4813979568376,0.00821565408713253,0.004453340059032296,0.0037623140281002345,514.4136724340889,155.32710663366367,5.918352409940898
61,35,morning,1,188,9205.0,12180.988233691198,0.030462869001947075,0.017817840140558188,0.012645028861388888,1728.9295061599798,1169.4246011556902,7.045393227596451
62,35,morning,3,93,2990.0,10499.856767427458,0.029171813911086062,0.015358751341974513,0.013813062569111549,1888.6324189494837,796.7450984881335,5.55950255967109
63,35,morning,9,35,1030.0,1769.406505445122,0.0057899741071167285,0.0025882138339551834,0.0032017602731615456,437.7702786288318,97.7724213022973,4.041860747118769
64,35,morning,14,4,115.0,307.7406326931458,0.0008639427298518657,0.0004501501268111079,0.0004137926030407578,56.577035028556736,7.402199095512886,5.4393206101701255
65,35,morning,2,15,865.0,892.169880851925,0.00260089128198353,0.0013050287883270798,0.00129586249365645,177.18068703265908,34.45515857416964,5.035367543684231
66,5,evening,5,4606,242445.0,248613.4488802726,0.5279840920210203,0.3636613552165924,0.16432273680442785,22467.51915779581,30098.870857329584,11.065460638274715
67,5,evening,6,2191,122360.0,100208.09291903142,0.22981022805034895,0.1465802073006718,0.08323002074967714,11379.874277061856,14858.838542177567,8.805729349841632
68,5,evening,1,1813,121415.0,95789.28892962217,0.20124550210245193,0.14011656563340683,0.061128936469045124,8358.037225539601,11184.632016596133,11.460739686217172
69,5,evening,7,413,29890.0,40635.907009781666,0.0738462592737868,0.05944050525098252,0.014405754022804286,1969.6699360299845,22532.846124047934,20.63082055853802
70,5,evening,3,350,28490.0,38934.671945559065,0.061457790454928156,0.05695200975010108,0.00450578070482708,616.066384209597,48435.003154271944,63.19882555434607
71,5,evening,10,756,26775.0,24278.89723353644,0.06410720590234083,0.035514155452484396,0.02859305044985643,3909.4706019079704,2041.7382174862785,6.210277478921933
72,5,evening,9,609,29330.0,26358.99459546669,0.0729571608143691,0.03855683487722585,0.03440032593714327,4703.487764733724,2201.890981285561,5.6041380171335335
73,5,evening,2,217,16240.0,8934.19328204815,0.018423376410447986,0.013068564276590236,0.005354812133857753,732.1527534381028,1224.7906623973001,12.20263563866179
74,5,evening,15,7,35.0,131.26727882779178,0.0002955813064527202,0.00019201228545402812,0.00010356902099869208,14.160785103109172,24.264987916748176,9.269774088935964
75,5,evening,0,7,175.0,490.5599366195099,0.00107298257203614,0.0007175705585096101,0.00035541201352652977,48.59477378545536,26.240169475624956,10.094911415480995
76,5,evening,11,7,35.0,1030.5755959826797,0.0016701254661790814,0.0015074828798529631,0.00016264258632611833,22.237795543197507,121.9932377018622,46.343424373192
77,10,evening,5,3366,140190.0,187203.44056230035,0.46392765446526335,0.2738333634110053,0.19009429105425804,25991.212227266595,18292.558129041183,7.202566733917508
78,10,evening,6,1284,63390.0,63299.089363969004,0.16926608525772188,0.0925912605522921,0.07667482470542977,10483.595432324002,4889.298228415978,6.037917980772067
79,10,evening,1,1146,63150.0,67120.91214392144,0.15216144661810946,0.09818166307401784,0.05397978354409161,7380.547844416557,6707.2026368215475,9.094299442106989
80,10,evening,7,972,67050.0,91232.55380502266,0.23397192524122934,0.13345116407030386,0.10052076117092548,13744.002633378299,15544.677740100818,6.6379901283966465
81,10,evening,3,420,36150.0,46699.01170348841,0.07925909619746088,0.06830936121860687,0.01094973497885402,1497.1353641887524,96693.20038893887,31.19224408194582
82,10,evening,10,330,13860.0,13591.28004882459,0.04066764042426732,0.01988075602484435,0.020786884399422965,2842.149130164303,913.6177107640235,4.78204324487325
83,10,evening,9,456,21240.0,18813.797965761114,0.06961175692655559,0.027520036811422857,0.04209172011513274,5755.11670790187,1106.3518579792126,3.269055854233062
84,10,evening,2,84,4380.0,4392.942940544746,0.010132528876772778,0.006425813206577651,0.0037067156701951257,506.81182015443915,404.41277725729435,8.667798906517412
85,10,evening,15,6,30.0,112.51481042382153,0.0006096017388400132,0.00016458195896059554,0.0004450197798794177,60.84666446335303,4.200740199716662,1.849153300614981
86,10,evening,0,6,30.0,420.47994567386564,0.0009981984374587186,0.000615060478722523,0.00038313795873619544,52.38568682208253,18.2249929695345,8.026618933181908
87,10,evening,11,12,420.0,964.2061241417146,0.002100236385008104,0.0014104003922264857,0.0006898359927816185,94.31989562104513,40.685500600983666,10.22272255278637
88,15,evening,5,2775,101350.0,151148.08885430422,0.41217931980819145,0.2210931028820785,0.19108621692611294,26126.83626787357,12517.46552014044,5.78516615271023
89,15,evening,6,975,43525.0,46667.34288800162,0.1351286241336653,0.06826303739980345,0.06686558673386185,9142.397942947464,4492.0445212287495,5.104497001686661
90,15,evening,1,935,41550.0,54633.290167433064,0.1248221065233425,0.07991529191889467,0.04490681460444782,6140.018947236942,5642.621591196772,8.897902536932477
91,15,evening,7,925,34525.0,87076.70730316838,0.24660513634797157,0.1273721656181154,0.11923297072985616,16302.485621951771,8679.455493195432,5.341314773859826
92,15,evening,3,390,34375.0,43549.91722898494,0.08712367943394686,0.06370299752645389,0.02342068190749296,3202.2629958476978,29860.020912398828,13.599731591519852
93,15,evening,10,165,9625.0,8304.806868696014,0.027143070086540166,0.012147924154081117,0.014995145932459049,2050.256313053261,486.83701407651967,4.050618849859029
94,15,evening,9,260,12825.0,13162.586022723357,0.04983580534057014,0.019253680332811662,0.03058212500775848,4181.432788060802,711.432996711787,3.1478650237560535
95,15,evening,2,35,3200.0,2149.383754686046,0.004795773638320914,0.003144028662287236,0.0016517449760336783,225.83978708313276,168.6917474838712,9.517294461028015
96,15,evening,15,5,25.0,93.76234201985127,0.0006016308498120688,0.00013715163246716294,0.0004644792173449059,63.5073144291343,2.796718902789105,1.476402251656816
97,15,evening,0,5,1000.0,350.39995472822136,0.0007582961639493236,0.0005125503989354359,0.00024574576501388775,33.60032695881885,16.6642640996941,10.42846860263228
98,15,evening,11,5,225.0,736.1254257019141,0.0016994176619684262,0.0010767734856092595,0.000622644176359167,85.13289294523618,16.150049965170098,8.646780348172179
99,20,evening,5,2068,78660.0,116889.86132231256,0.32518218738669696,0.17098160043635938,0.1542005869503376,21083.537852545756,10092.798887699297,5.544129364806702
100,20,evening,6,616,29360.0,30888.15259989291,0.09228173628946255,0.04518189778230189,0.04709983850716068,6439.866719407065,5426.9180405702255,4.796396252551149
101,20,evening,1,644,27520.0,39061.92308602773,0.10020037489241512,0.057138147396331,0.04306222749608413,5887.812241084591,3011.0471657262383,6.634369692269969
102,20,evening,7,732,27640.0,69367.08913633967,0.1969997838916733,0.10146727683625834,0.09553250705541498,13061.96862467278,4640.8794416489045,5.310615201242485
103,20,evening,3,416,29120.0,48154.04757873831,0.11531443908527585,0.07043772684269248,0.04487671224258337,6135.903111503939,29915.90773204384,7.847915246323947
104,20,evening,10,92,6380.0,5201.099327778157,0.01372080106566781,0.007607950570151185,0.006112850495516625,835.797822550997,341.2482601731163,6.222915623186859
105,20,evening,9,168,6020.0,9344.82830690324,0.026156271145935824,0.013669224016884966,0.01248704712905086,1707.328979860866,930.4053852561701,5.473361266125039
106,20,evening,2,32,2360.0,1957.1401247519277,0.004957786276208161,0.0028628227206598904,0.0020949635555482706,286.44017702300397,160.05373095368864,6.832631319714448
107,20,evening,15,4,80.0,75.00987361588102,0.0004432420013000361,0.00010972130597373035,0.0003335206953263057,45.60161763057513,2.4714790583770547,1.6448950171800079
108,20,evening,11,4,40.0,588.9003405615313,0.001359534129574741,0.0008614187884874075,0.0004981153410873335,68.10631435618895,13.08753296168027,8.646780348172179
109,25,evening,5,1380,60915.0,81831.46036485842,0.227666523189901,0.11969963776967177,0.10796688542022922,14762.096309737102,6365.9576163148995,5.543349579075856
110,25,evening,1,471,19905.0,28438.43223790102,0.07748406008113844,0.04159854929188026,0.03588551078925819,4906.554119193694,1835.1916770473097,5.796009082352561
111,25,evening,6,402,16620.0,21441.06315593333,0.06170087882319599,0.03136309045101708,0.03033778837217892,4148.0251285512795,1946.447555773775,5.168981019028141
112,25,evening,7,543,23895.0,51252.886616588,0.14289341023253932,0.07497057898395061,0.06792283124858872,9286.952870957039,5454.874836697355,5.518805503672842
113,25,evening,3,399,14490.0,46133.312795942125,0.12365356013874318,0.06748188051597633,0.05617167962276685,7680.241411461666,24649.382819216135,6.006752955329598
114,25,evening,10,63,2835.0,3487.3253120570357,0.009069854411451013,0.005101113615436542,0.003968740796014471,542.6379915574665,173.2816679816931,6.426614734526416
115,25,evening,9,114,2895.0,6603.980223439457,0.019075721687935022,0.009660026071381805,0.009415695616553216,1287.3892302600882,589.1125060826517,5.129746364357321
116,25,evening,15,3,60.0,56.257405211910765,0.00025087659989926105,8.229097948029777e-05,0.00016858562041896331,23.050374708644018,2.7357750548399897,2.440628663221424
117,25,evening,2,15,1815.0,968.488518754208,0.0022754118223670267,0.0014166644999622725,0.0008587473224047541,117.41480389775722,71.99172317316213,8.248436198876174
118,25,evening,11,3,90.0,441.67525542114845,0.0010561783355243718,0.0006460640913655557,0.00041011424415881615,56.07410037534662,8.88437538957726,7.876635602973208
119,30,evening,5,880,42480.0,52922.83348555591,0.14553271405598578,0.07741330742138544,0.06811940663460034,9313.830230335636,4197.503347613127,5.682177168441771
120,30,evening,1,302,13530.0,18477.81004107411,0.051155594407999334,0.027028567727274775,0.024127026680724563,3298.840104002108,1165.9921332168203,5.601305143179593
121,30,evening,6,282,16180.0,15236.193826346778,0.04395776418142696,0.02228686710307587,0.02167089707835109,2963.018415728788,982.5721207481874,5.142119180045414
122,30,evening,7,354,15840.0,33615.620486640684,0.0925373992288263,0.04917152373565132,0.04336587549317497,5929.329424430827,5495.007783822643,5.669379803411334
123,30,evening,3,280,10810.0,32482.784587561902,0.08930266165095477,0.047514458761280624,0.04178820288967415,5713.617404699367,6933.065182043748,5.685152205124075
124,30,evening,10,44,2710.0,2492.8742790626347,0.0060560116775637,0.003646472235478665,0.002409539442085035,329.4515088374026,204.4511020022843,7.5667411202932655
125,30,evening,9,76,2280.0,4460.242891531242,0.012235212838365412,0.006524256760182616,0.005710956078182797,780.8476026577774,384.5201561737374,5.712053000290807
126,30,evening,15,2,40.0,37.50493680794051,0.0001453281127234572,5.4860652986865175e-05,9.046745973659203e-05,12.369434834864755,2.2569574714007685,3.032065515412902
127,30,evening,2,10,1040.0,638.1077650343647,0.001659916414100422,0.000933397350995209,0.0007265190631052128,99.33549846024954,28.970778460648795,6.423763658766077
128,30,evening,11,2,10.0,294.45017028076563,0.0008434671284634645,0.00043070939424370375,0.00041275773421976065,56.435539484399435,3.958742363319307,5.217460007840644
129,35,evening,5,445,20450.0,27249.48215267766,0.07298700358477561,0.0398594028328911,0.033127600751884506,4529.470595603665,2104.849681791127,6.01604129611222
130,35,evening,1,153,6020.0,9230.428575681502,0.02640646843273247,0.01350188487461457,0.012904583558117902,1764.4179007343444,863.8354186717644,5.231429907755884
131,35,evening,6,133,7295.0,7344.854895654025,0.02031336258371287,0.010743746556161182,0.009569616027551688,1308.4344602150873,556.9322667149753,5.6134679412575545
132,35,evening,7,182,8330.0,17204.750167426067,0.04774778341670105,0.02516638898751692,0.02258139442918413,3087.5088975134877,1026.961381690639,5.572372659810581
133,35,evening,3,138,4980.0,16031.081100593623,0.0437271013956659,0.023449594963129164,0.02027750643253674,2772.5028995078833,5505.436106763782,5.782169282289705
134,35,evening,10,21,930.0,1147.6936539799983,0.0032032703277210407,0.0016787982768416102,0.0015244720508794307,208.4380145726428,51.76156200902094,5.506162857735412
135,35,evening,9,37,1145.0,2170.7307343132456,0.006346505821001444,0.003175254131287294,0.00317125168971415,433.59890103123627,130.05281868093843,5.0063105075925165
136,35,evening,15,1,25.0,18.752468403970255,8.405981223914662e-05,2.7430326493432587e-05,5.6629485745714033e-05,7.7428363270399885,0.9014187676261111,2.4219120244711596
137,35,evening,2,7,775.0,431.47428844827084,0.0011187303613006219,0.0006311425435145263,0.0004875878177860958,66.6669071502573,34.455220975806846,6.472090980248895
138,35,evening,11,1,5.0,147.22508514038282,0.00040830930281390046,0.00021535469712185187,0.0001929546056920486,26.38229732706242,2.1169152283054853,5.580449773392643
139,5,midnight,1,2856,232540.0,196334.90676521935,0.3958386207629593,0.287190490265666,0.10864813049729329,14855.241586633916,19018.793316153828,13.216540816264661
140,5,midnight,5,7952,543585.0,489471.20046148595,1.0,0.715978000792058,0.3004109115590212,41074.58311564186,50659.76313344625,11.916644390118899
141,5,midnight,3,574,29260.0,48614.09707302012,0.08881765738623046,0.07111066800219425,0.017706989384036198,2421.0412445005013,10104.786355512282,20.079830190191565
142,5,midnight,10,1134,11725.0,38350.17275579533,0.09753598235173777,0.05609702878093037,0.041438953570807395,5665.865243829354,3733.1949941932744,6.768634816643791
143,5,midnight,2,1715,108430.0,57077.57404266967,0.13879935247442388,0.08349068814386178,0.05530866433056209,7562.243056589094,5615.360319764447,7.5477042480057746
144,5,midnight,6,4732,165515.0,159737.6310705236,0.461274132235518,0.23365752599397843,0.22761660624153957,31121.56333819322,13848.840582518724,5.132699451331524
145,5,midnight,7,651,26740.0,44160.36942582969,0.09261315374099145,0.06459594146894519,0.02801721227204625,3830.7373995323396,2860.726080586522,11.5279030693205
146,5,midnight,9,798,24955.0,29531.993532911198,0.07819545851120331,0.04319816501800834,0.03499729349319496,4785.109944737561,2671.438927200508,6.171643676732882
147,5,midnight,14,35,175.0,926.3121162857321,0.0024008987550523104,0.001354970622382733,0.0010459281326695774,143.00766172364598,100.43758299530214,6.477360059741251
148,5,midnight,11,21,105.0,315.0905061493859,0.0012767897596290133,0.0004609012143078023,0.000815888545321211,111.55480902467853,26.982280624745005,2.8245353912055955
149,10,midnight,1,2886,203610.0,193685.61563919665,0.4419838797605273,0.28331521800830356,0.1586686617522237,21694.44878405804,14008.551390941482,8.927888307608198
150,10,midnight,3,654,32160.0,60763.133833721135,0.1240557231746795,0.08888177086437457,0.035173952310304936,4809.264151483373,8308.22958541,12.63460103662206
151,10,midnight,5,7632,431370.0,475322.53176915576,1.0,0.6952819199712633,0.4975970429984181,68035.44849508771,30802.51053042104,6.986395214304716
152,10,midnight,10,768,21090.0,30013.443602779327,0.09096929263554608,0.04390241004443752,0.047066882591108555,6435.36072291709,2092.3762194125316,4.663832362325527
153,10,midnight,2,858,60360.0,34689.42522306018,0.10650246414361615,0.05074224039415505,0.055760223749461116,7623.9838728163195,2320.794520755615,4.550039166104088
154,10,midnight,6,2316,111750.0,97911.40980099356,0.30586410283657217,0.1432207152902021,0.16264338754637006,22237.905092440087,6256.840081557038,4.402906181764358
155,10,midnight,7,648,28830.0,47177.222831934705,0.1363714391295804,0.06900886845698716,0.06736257067259326,9210.34956292233,1491.6248658264042,5.122196775446376
156,10,midnight,9,504,26490.0,21850.63804835939,0.07060052858330415,0.031962199473932806,0.03863832910937135,5282.941462466126,1089.8182715118523,4.136074231297522
157,10,midnight,14,30,150.0,793.9818139591989,0.003165803684817453,0.0011614033906137712,0.0020044002942036817,274.057643425881,34.51593216092398,2.8971343547801163
158,10,midnight,0,6,30.0,44.69135372199988,0.0007873921209592488,6.53726430899302e-05,0.0007220194778693186,98.7202791701162,1.029647885750298,0.4527069219991477
159,10,midnight,11,18,90.0,270.07757669947364,0.0013680855210500113,0.00039505818369240194,0.0009730273373576094,133.04008178223123,15.999031390853602,2.030046682785075
160,15,midnight,10,405,23025.0,18982.616049307173,0.06063876070660911,0.0277669768435246,0.03287178386308452,4494.49326403182,2013.311177423824,4.223527533397318
161,15,midnight,5,6170,271225.0,396536.93784625834,1.0,0.5800376482450669,0.4835867746068877,66119.85251845054,23486.845559586287,5.997244741821013
162,15,midnight,3,555,36575.0,58022.47594918025,0.13232071435837547,0.08487285113390103,0.047447863224474446,6487.451442955942,14783.037277733009,8.943801192096922
163,15,midnight,1,2625,144050.0,174804.06810576096,0.4410853415896402,0.25569607996278915,0.18538926162685102,25347.902963716086,12659.405622794839,6.896194464527574
164,15,midnight,2,515,48250.0,24682.65590853189,0.07805173552272472,0.03610475675579523,0.041946978766929495,5735.326512844736,1413.6520931986945,4.303618260137945
165,15,midnight,6,1435,69150.0,68935.29171543139,0.2220790596143118,0.100835661628096,0.12124339798621579,16577.367319859313,5004.565183047459,4.1583980366320565
166,15,midnight,7,390,18325.0,31441.751553511174,0.10037907099823569,0.04599167917838507,0.054387391819850604,7436.279308744533,717.4501146996839,4.2281563464860605
167,15,midnight,9,270,14200.0,13592.344128674955,0.045978878115375356,0.019882312516346264,0.026096565599029096,3568.13122122405,673.999528690873,3.8093733907050904
168,15,midnight,14,15,275.0,443.1081688434307,0.001417004197177728,0.0006481600971906716,0.0007688440999870566,105.12251610303028,108.49894910924561,4.215159466019075
169,15,midnight,11,15,2000.0,225.06464724956138,0.0013116752892410202,0.00032921515307700165,0.0009824601361640187,134.32980949743396,9.024687315533205,1.6754631610927782
170,20,midnight,3,492,19920.0,53997.37388760817,0.13360622084451468,0.07898510018080873,0.05462112066370594,7468.236586107186,3064.3827850552343,7.230270930095731
171,20,midnight,5,4932,219560.0,320278.54941363767,0.8783208834961649,0.4684900670142726,0.4098308164818924,56035.34787593618,17675.543413682826,5.715652022411698
172,20,midnight,10,216,13960.0,12802.215941692166,0.03459207903777581,0.01872654605010264,0.015865532987673167,2169.262594338577,747.306399472687,5.901644169361455
173,20,midnight,1,2224,116320.0,146519.731020349,0.3873293259618817,0.21432293461522023,0.17300639134666151,23654.817876046334,8464.621067857172,6.194075633476756
174,20,midnight,6,992,49320.0,52078.95161392377,0.16051508763338995,0.07617891231338692,0.08433617532000305,11531.116579153377,6767.901841952448,4.51638410351996
175,20,midnight,2,296,19760.0,16177.619557063474,0.04659839597132536,0.02366394528854874,0.022934450682776622,3135.781572954682,942.0583259415813,5.159039040407446
176,20,midnight,7,244,9040.0,21528.675250965392,0.06210355974083946,0.031491245759413394,0.030612313981426068,4185.560466052423,558.9455821903072,5.14355853309891
177,20,midnight,9,140,3560.0,8131.425678947906,0.024274276355765435,0.011894309401070603,0.012379966954694833,1692.688121781515,531.0663567422241,4.803853453162871
178,20,midnight,11,8,1620.0,130.57842625728478,0.0006157564635843062,0.00019100466072389673,0.00042475180286040957,58.07546450149808,5.99985329059267,2.248426721647942
179,20,midnight,14,4,20.0,187.7417365365306,0.0007522378100930989,0.0002746207602488599,0.000477617049844239,65.30362399110311,4.359105452322458,2.874905327797862
